RE,chp,state,city,fuel,technology,capacity_n,capacity_g,chp_capaci
DE12,yes,Baden-W?rttemberg,Ulm,Hard coal,Steam turbine,20.7,0.0,0.0
DE12,yes,Rheinland-Pfalz,Ludwigshafen,Other fossil fuels,Combined cycle,56.0,127.0,280.0
DE12,yes,Rheinland-Pfalz,Ludwigshafen,Waste,Steam turbine,12.0,0.0,0.0
DE13,no,Schleswig-Holstein,Brokdorf,Nuclear,Steam turbine,1410.0,1480.0,0.0
DE13,no,Schleswig-Holstein,Brunsb?ttel,Oil,Gas turbine,254.0,256.0,0.0
DE13,no,Schleswig-Holstein,Oldendorf,Oil,Steam turbine,88.0,0.0,0.0
DE13,no,Schleswig-Holstein,Osterr?nfeld,Oil,Steam turbine,87.0,0.0,0.0
DE13,yes,Schleswig-Holstein,Flensburg,Hard coal,Steam turbine,147.0,0.0,0.0
DE13,yes,Schleswig-Holstein,Flensburg,Oil,Steam turbine,30.0,0.0,0.0
DE13,yes,Schleswig-Holstein,Gl?ckstadt,Waste,Steam turbine,17.0,0.0,0.0
DE13,yes,Schleswig-Holstein,Hemminstedt,Oil,Steam turbine,44.5,0.0,0.0
DE13,yes,Schleswig-Holstein,Kiel,Hard coal,Steam turbine,323.0,354.0,295.0
DE13,yes,Schleswig-Holstein,Kiel,Natural gas,Steam turbine,31.0,0.0,0.0
DE13,yes,Schleswig-Holstein,Neum?nster,Other fossil fuels,Steam turbine,53.6,0.0,0.0
DE13,yes,Schleswig-Holstein,Stapelfeld,Waste,Steam turbine,16.4,0.0,0.0
DE14,no,Bremen,Bremen,Hard coal,Steam turbine,350.0,397.0,26.0
DE14,no,Bremen,Bremen,Oil,Gas turbine,88.0,0.0,0.0
DE14,no,Bremen,Bremen,Other fossil fuels,Steam turbine,270.0,160.0,0.0
DE14,no,Bremen,Bremen,Waste,Steam turbine,33.0,0.0,0.0
DE14,no,Niedersachsen,Elsfleth,Natural gas,Gas turbine,321.0,321.0,0.0
DE14,no,Niedersachsen,Emden,Natural gas,Steam turbine,430.0,0.0,0.0
DE14,no,Niedersachsen,Papenburg,Biomass and biogas,Steam turbine,20.0,0.0,0.0
DE14,no,Niedersachsen,Wilhelmshaven,Hard coal,Steam turbine,757.0,788.1,0.0
DE14,no,Niedersachsen,Wilhelmshaven,Oil,Gas turbine,56.0,0.0,0.0
DE14,no,Schleswig-Holstein,Geesthacht,Hydro,Pumped storage,119.1,120.0,0.0
DE14,no,Schleswig-Holstein,Wedel,Oil,Gas turbine,101.0,102.0,0.0
DE14,yes,Bremen,Bremen,Hard coal,Steam turbine,546.0,445.0,194.0
DE14,yes,Bremen,Bremen,Natural gas,Combined cycle,14.8,0.0,0.0
DE14,yes,Bremen,Bremen,Natural gas,Steam turbine,155.0,0.0,0.0
DE14,yes,Bremen,Bremen,Waste,Steam turbine,44.0,0.0,0.0
DE14,yes,Bremen,Bremerhaven,Waste,Steam turbine,14.0,0.0,0.0
DE14,yes,Niedersachsen,Emden,Biomass and biogas,Steam turbine,20.0,0.0,0.0
DE14,yes,Niedersachsen,Stade,Natural gas,Combined cycle,173.0,173.0,0.0
DE14,yes,Niedersachsen,Stade,Natural gas,Steam turbine,190.0,0.0,0.0
DE14,yes,Niedersachsen,Varel,Biomass and biogas,Combustion Engine,1.9,0.0,0.0
DE14,yes,Niedersachsen,Varel,Natural gas,Steam turbine,58.6,0.0,0.0
DE14,yes,Schleswig-Holstein,Wedel,Hard coal,Steam turbine,260.0,289.7,423.0
DE15,no,Niedersachsen,Alfeld,Hydro,Run-of-river,0.1,0.0,0.0
DE15,no,Niedersachsen,Alfeld,Oil,Steam turbine,2.8,0.0,0.0
DE15,no,Niedersachsen,Emmerthal,Nuclear,Steam turbine,1360.0,1430.0,0.0
DE15,no,Niedersachsen,Hameln,Biomass and biogas,Steam turbine,16.8,0.0,0.0
DE15,no,Niedersachsen,Hannover,Waste,Steam turbine,22.5,0.0,0.0
DE15,no,Niedersachsen,Helmstedt,Lignite,Steam turbine,352.0,405.0,0.0
DE15,no,Niedersachsen,Helmstedt,Waste,Steam turbine,37.5,0.0,0.0
DE15,no,Niedersachsen,Hohenhameln OT Mehrum,Hard coal,Steam turbine,690.0,750.0,0.0
DE15,no,Niedersachsen,Kreiensen,Hydro,Pumped storage,220.0,222.86,0.0
DE15,no,Niedersachsen,Landesbergen,Biomass and biogas,Steam turbine,20.0,0.0,0.0
DE15,no,Niedersachsen,Landesbergen,Natural gas,Steam turbine,500.0,0.0,0.0
DE15,no,Nordrhein-Westfalen,Bielefeld,Natural gas,Gas turbine,55.0,0.0,0.0
DE15,no,Nordrhein-Westfalen,Kirchlengern,Natural gas,Combined cycle,201.5,184.5,0.0
DE15,no,Nordrhein-Westfalen,Petershagen,Hard coal,Steam turbine,875.0,923.0,0.0
DE15,no,Nordrhein-Westfalen,Porta Westfalica,Hard coal,Steam turbine,396.0,0.0,0.0
DE15,no,Nordrhein-Westfalen,Porta Westfalica,Natural gas,Gas turbine,65.0,0.0,0.0
DE15,no,Nordrhein-Westfalen,Porta Westfalica,Natural gas,Steam turbine,335.0,0.0,0.0
DE15,no,Rheinland-Pfalz,M?den,Hydro,Run-of-river,16.4,0.0,0.0
DE15,yes,Niedersachsen,Alfeld,Biomass and biogas,Steam turbine,16.8,0.0,0.0
DE15,yes,Niedersachsen,Alfeld,Natural gas,Steam turbine,20.0,0.0,0.0
DE15,yes,Niedersachsen,Bomlitz,Natural gas,Steam turbine,22.1,0.0,0.0
DE15,yes,Niedersachsen,Braunschweig,Hard coal,Combined cycle,43.3,57.78,0.0
DE15,yes,Niedersachsen,Braunschweig,Natural gas,Combined cycle,94.0,125.42999999999999,0.0
DE15,yes,Niedersachsen,Braunschweig,Natural gas,Gas turbine,25.0,0.0,0.0
DE15,yes,Niedersachsen,Hameln,Waste,Steam turbine,14.7,0.0,0.0
DE15,yes,Niedersachsen,Hannover,Hard coal,Steam turbine,272.0,300.0,0.0
DE15,yes,Niedersachsen,Hannover,Natural gas,Combined cycle,230.0,255.0,185.0
DE15,yes,Niedersachsen,Hannover,Natural gas,Steam turbine,102.0,120.0,280.0
DE15,yes,Niedersachsen,Herzberg,Natural gas,Steam turbine,19.5,0.0,0.0
DE15,yes,Niedersachsen,Hohenhameln,Natural gas,Steam turbine,15.8,0.0,0.0
DE15,yes,Niedersachsen,Lachendorf,Natural gas,Combined cycle,13.0,0.0,0.0
DE15,yes,Niedersachsen,Nordstemmen,Natural gas,Steam turbine,30.6,0.0,0.0
DE15,yes,Niedersachsen,Salzgitter,Other fossil fuels,Steam turbine,288.5,325.0,0.0
DE15,yes,Niedersachsen,Uelzen,Hard coal,Steam turbine,40.0,0.0,0.0
DE15,yes,Niedersachsen,Wolfsburg,Hard coal,Steam turbine,200.0,223.0,140.0
DE15,yes,Niedersachsen,Wolfsburg,Natural gas,Steam turbine,10.4,0.0,0.0
DE15,yes,Niedersachsen,Wunstorf,Natural gas,Steam turbine,19.0,0.0,0.0
DE15,yes,Nordrhein-Westfalen,Bielefeld,Natural gas,Combined cycle,37.5,0.0,0.0
DE15,yes,Nordrhein-Westfalen,Bielefeld,Natural gas,Steam turbine,64.0,0.0,0.0
DE15,yes,Nordrhein-Westfalen,Bielefeld,Waste,Steam turbine,34.0,0.0,0.0
DE15,yes,Nordrhein-Westfalen,Lage,Natural gas,Steam turbine,10.2,0.0,0.0
DE15,yes,Nordrhein-Westfalen,Lemgo,Natural gas,Steam turbine,24.1,0.0,0.0
DE16,no,Hessen,Edertal Hemfurth-Edersee,Hydro,Pumped storage,623.0,627.3,0.0
DE16,no,Hessen,Edertal Hemfurth-Edersee,Hydro,Run-of-river,20.0,0.0,0.0
DE16,no,Hessen,Frankfurt am Main,Other fossil fuels,Steam turbine,19.7,19.88,0.0
DE16,no,Hessen,Fulda,Oil,Steam turbine,24.8,0.0,0.0
DE16,no,Hessen,Gro?krotzenburg,Hard coal,Steam turbine,293.0,0.0,0.0
DE16,no,Hessen,Gro?krotzenburg,Natural gas,Steam turbine,622.0,637.6,0.0
DE16,yes,Hessen,Baunatal,Natural gas,Combined cycle,78.0,0.0,0.0
DE16,yes,Hessen,Baunatal,Natural gas,Steam turbine,12.2,0.0,0.0
DE16,yes,Hessen,Frankfurt am Main,Biomass and biogas,Steam turbine,12.4,0.0,0.0
DE16,yes,Hessen,Frankfurt am Main,Hard coal,Steam turbine,123.0,124.12,0.0
DE16,yes,Hessen,Frankfurt am Main,Natural gas,Combined cycle,126.0,136.0,0.0
DE16,yes,Hessen,Frankfurt am Main,Natural gas,Gas turbine,99.0,100.0,150.0
DE16,yes,Hessen,Frankfurt am Main,Waste,Steam turbine,72.5,0.0,0.0
DE16,yes,Hessen,Fulda,Natural gas,Steam turbine,34.2,0.0,0.0
DE16,yes,Hessen,Gro?krotzenburg,Hard coal,Steam turbine,759.0,553.0,300.0
DE16,yes,Hessen,Heringen,Natural gas,Combined cycle,109.5,110.0,299.0
DE16,yes,Hessen,Industriepark H?chst,Hard coal,Combined cycle,66.0,70.43,0.0
DE16,yes,Hessen,Industriepark H?chst,Natural gas,Combined cycle,86.0,91.77,0.0
DE16,yes,Hessen,Industriepark H?chst,Natural gas,Gas turbine,96.5,105.7,126.0
DE16,yes,Hessen,Kassel,Lignite,Steam turbine,33.5,0.0,0.0
DE16,yes,Hessen,Kassel,Natural gas,Steam turbine,50.0,0.0,0.0
DE16,yes,Hessen,Kassel,Waste,Steam turbine,14.7,0.0,0.0
DE16,yes,Hessen,Offenbach,Hard coal,Steam turbine,54.0,0.0,0.0
DE16,yes,Hessen,Offenbach,Waste,Steam turbine,10.4,0.0,0.0
DE16,yes,Hessen,Philippsthal,Natural gas,Steam turbine,17.3,0.0,0.0
DE16,yes,Hessen,Witzenhausen,Natural gas,Steam turbine,13.2,0.0,0.0
DE16,yes,Hessen,Witzenhausen,Other fossil fuels,Steam turbine,28.0,0.0,0.0
DE16,yes,Niedersachsen,G?ttingen,Natural gas,Steam turbine,18.8,0.0,0.0
DE16,yes,Niedersachsen,Wolfsburg,Hard coal,Steam turbine,200.0,223.0,140.0
DE17,no,Bayern,Gem?nden,Hydro,Pumped storage,164.0,168.4,0.0
DE17,no,Bayern,Grafenrheinfeld,Nuclear,Steam turbine,1275.0,0.0,0.0
DE17,no,Bayern,Happurg,Hydro,Pumped storage,160.0,162.1,0.0
DE17,no,Bayern,Ingolstadt,Hydro,Run-of-river,19.8,0.0,0.0
DE17,no,Bayern,N?rnberg,Natural gas,Combined cycle,823.0,843.0,0.0
DE17,no,Bayern,Pfatter,Hydro,Run-of-river,25.0,0.0,0.0
DE17,no,Bayern,Plattling,Hydro,Run-of-river,12.6,0.0,0.0
DE17,no,Bayern,Trausnitz,Hydro,Pumped storage,99.0,106.37,0.0
DE17,no,Bayern,Trausnitz,Hydro,Run-of-river,33.1,0.0,0.0
DE17,yes,Bayern,Aschaffenburg,Biomass and biogas,Steam turbine,1.9000000000000001,0.0,0.0
DE17,yes,Bayern,Aschaffenburg,Natural gas,Combined cycle,47.0,0.0,0.0
DE17,yes,Bayern,Aschaffenburg,Natural gas,Steam turbine,27.0,0.0,0.0
DE17,yes,Bayern,Eltmann,Natural gas,Steam turbine,57.0,0.0,0.0
DE17,yes,Bayern,Erlangen,Hard coal,Steam turbine,17.4,0.0,0.0
DE17,yes,Bayern,Erlangen,Natural gas,Combined cycle,28.3,0.0,0.0
DE17,yes,Bayern,Gro?mehring,Oil,Steam turbine,772.0,840.0,0.0
DE17,yes,Bayern,Ingolstadt,Waste,Steam turbine,25.5,0.0,0.0
DE17,yes,Bayern,K?sching,Biomass and biogas,Steam turbine,15.1,0.0,0.0
DE17,yes,Bayern,K?sching,Other fossil fuels,Steam turbine,23.3,0.0,0.0
DE17,yes,Bayern,Neumarkt i.d. Oberpfalz,Biomass and biogas,Steam turbine,15.6,0.0,0.0
DE17,yes,Bayern,N?rnberg,Natural gas,Combined cycle,150.0,200.9,0.0
DE17,yes,Bayern,N?rnberg,Natural gas,Gas turbine,18.6,0.0,0.0
DE17,yes,Bayern,N?rnberg,Waste,Combined cycle,18.0,24.11,0.0
DE17,yes,Bayern,Obernburg,Natural gas,Combined cycle,100.0,110.0,0.0
DE17,yes,Bayern,Schwandorf,Waste,Steam turbine,54.0,0.0,0.0
DE17,yes,Bayern,Schweinfurt,Waste,Steam turbine,24.4,0.0,0.0
DE17,yes,Bayern,Stockstadt,Biomass and biogas,Steam turbine,14.0,0.0,0.0
DE17,yes,Bayern,Stockstadt,Hard coal,Steam turbine,24.8,0.0,0.0
DE17,yes,Bayern,W?rzburg,Natural gas,Combined cycle,122.0,126.99000000000001,0.0
DE17,yes,Bayern,W?rzburg,Waste,Steam turbine,20.7,0.0,0.0
DE18,no,Bayern,Altenstadt,Biomass and biogas,Steam turbine,9.8,0.0,0.0
DE18,no,Bayern,Bad F?ssing,Hydro,Run-of-river,40.4,0.0,0.0
DE18,no,Bayern,Burggen,Hydro,Run-of-river,10.3,0.0,0.0
DE18,no,Bayern,Burghausen,Hydro,Run-of-river,45.0,0.0,0.0
DE18,no,Bayern,Burgkirchen,Waste,Steam turbine,12.5,0.0,0.0
DE18,no,Bayern,Dingolfing,Hydro,Run-of-river,15.0,0.0,0.0
DE18,no,Bayern,Eitting,Hydro,Run-of-river,26.0,0.0,0.0
DE18,no,Bayern,Ering,Hydro,Run-of-river,36.5,0.0,0.0
DE18,no,Bayern,Essenbach,Nuclear,Steam turbine,1410.0,1485.0,0.0
DE18,no,Bayern,Gars,Hydro,Run-of-river,25.0,0.0,0.0
DE18,no,Bayern,Hausham,Oil,Gas turbine,92.8,107.0,0.0
DE18,no,Bayern,Kaufering,Hydro,Run-of-river,16.7,0.0,0.0
DE18,no,Bayern,Kochel am See,Hydro,Reservoir,124.0,125.6,0.0
DE18,no,Bayern,Lechbruck,Hydro,Run-of-river,29.299999999999997,0.0,0.0
DE18,no,Bayern,Moosburg-Pfrombach,Hydro,Run-of-river,22.3,0.0,0.0
DE18,no,Bayern,M?nchen,Natural gas,Gas turbine,78.6,0.0,0.0
DE18,no,Bayern,Neu?tting,Hydro,Run-of-river,26.1,0.0,0.0
DE18,no,Bayern,Niederaichbach,Hydro,Run-of-river,16.2,0.0,0.0
DE18,no,Bayern,Niederviehbach,Hydro,Run-of-river,14.8,0.0,0.0
DE18,no,Bayern,Nu?dorf,Hydro,Run-of-river,36.6,0.0,0.0
DE18,no,Bayern,Oberaudorf,Hydro,Run-of-river,30.0,0.0,0.0
DE18,no,Bayern,Oberding,Hydro,Run-of-river,27.0,0.0,0.0
DE18,no,Bayern,Passau,Hydro,Run-of-river,96.9,0.0,0.0
DE18,no,Bayern,Perach,Hydro,Run-of-river,19.4,0.0,0.0
DE18,no,Bayern,Pilsting-Harburg,Hydro,Run-of-river,12.6,0.0,0.0
DE18,no,Bayern,Prittriching,Hydro,Run-of-river,12.1,0.0,0.0
DE18,no,Bayern,Rohrdorf,Hydro,Run-of-river,35.1,0.0,0.0
DE18,no,Bayern,Rott,Hydro,Run-of-river,38.2,0.0,0.0
DE18,no,Bayern,Scheuring,Hydro,Run-of-river,12.0,0.0,0.0
DE18,no,Bayern,Schongau,Hydro,Run-of-river,27.1,0.0,0.0
DE18,no,Bayern,Soyen,Hydro,Run-of-river,25.0,0.0,0.0
DE18,no,Bayern,Stammham,Hydro,Run-of-river,23.2,0.0,0.0
DE18,no,Bayern,Straubing,Hydro,Run-of-river,21.5,0.0,0.0
DE18,no,Bayern,Stra?lach,Hydro,Run-of-river,11.2,0.0,0.0
DE18,no,Bayern,Tiefenbach,Hydro,Run-of-river,18.0,0.0,0.0
DE18,no,Bayern,T?ging,Hydro,Run-of-river,85.3,0.0,0.0
DE18,no,Bayern,Unterneukirchen,Hydro,Run-of-river,18.5,0.0,0.0
DE18,no,Bayern,Vagen,Hydro,Run-of-river,92.0,0.0,0.0
DE18,no,Bayern,Vohburg,Hydro,Run-of-river,23.3,0.0,0.0
DE18,no,Bayern,Vohburg,Natural gas,Combined cycle,1391.0,1454.0,0.0
DE18,no,Bayern,Vohburg,Natural gas,Steam turbine,415.0,440.0,25.0
DE18,no,Bayern,Walchensee,Hydro,Run-of-river,12.8,0.0,0.0
DE18,no,Bayern,Wallersorf/Ettling,Hydro,Run-of-river,12.6,0.0,0.0
DE18,no,Bayern,Wang,Hydro,Run-of-river,25.0,0.0,0.0
DE18,no,Bayern,Wasserburg,Hydro,Run-of-river,24.1,0.0,0.0
DE18,no,Bayern,Zolling,Oil,Gas turbine,46.0,0.0,0.0
DE18,yes,Bayern,Burghausen,Natural gas,Combined cycle,120.0,178.0,350.0
DE18,yes,Bayern,Burghausen,Natural gas,Steam turbine,50.0,0.0,0.0
DE18,yes,Bayern,Burgkirchen,Natural gas,Steam turbine,49.0,0.0,0.0
DE18,yes,Bayern,Deggendorf,Oil,Steam turbine,19.0,0.0,0.0
DE18,yes,Bayern,Dingolfing,Natural gas,Gas turbine,13.4,0.0,0.0
DE18,yes,Bayern,M?nchen,Natural gas,Combined cycle,651.9,696.99,0.0
DE18,yes,Bayern,M?nchen,Natural gas,Gas turbine,78.6,0.0,0.0
DE18,yes,Bayern,M?nchen,Natural gas,Steam turbine,35.7,0.0,0.0
DE18,yes,Bayern,Neustadt,Natural gas,Steam turbine,25.4,0.0,0.0
DE18,yes,Bayern,Pei?enberg,Natural gas,Steam turbine,10.6,0.0,0.0
DE18,yes,Bayern,Plattling,Natural gas,Combined cycle,97.9,125.0,150.0
DE18,yes,Bayern,Raubling,Natural gas,Steam turbine,24.0,0.0,0.0
DE18,yes,Bayern,Reitmehring,Natural gas,Steam turbine,12.6,0.0,0.0
DE18,yes,Bayern,Rosenheim,Natural gas,Combustion Engine,23.3,0.0,0.0
DE18,yes,Bayern,Rosenheim,Waste,Steam turbine,9.0,0.0,0.0
DE18,yes,Bayern,Schongau,Natural gas,Steam turbine,147.0,0.0,0.0
DE18,yes,Bayern,Schongau,Other fossil fuels,Steam turbine,6.0,0.0,0.0
DE18,yes,Bayern,Unterf?hring,Hard coal,Steam turbine,332.7,365.0,550.0
DE18,yes,Bayern,Unterf?hring,Waste,Steam turbine,40.0,0.0,0.0
DE18,yes,Bayern,Zolling,Biomass and biogas,Steam turbine,10.0,0.0,0.0
DE18,yes,Bayern,Zolling,Hard coal,Steam turbine,472.0,474.0,150.0
DE20,yes,Niedersachsen,Stade- B?tzfleth,Natural gas,Gas turbine,30.7,0.0,0.0
DE21,no,Niedersachsen,Wilhelmshaven,Hard coal,Steam turbine,731.0,830.0,0.0
DE21,yes,Niedersachsen,Bremerhaven,Natural gas,Steam turbine,17.1,0.0,0.0
